------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 042A 9E00 EA0E 01
custom name, 96
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 4841
time diff [logger-smartphone](sec), 47
lat, 48.596816
long, -123.144764
accuracy (m), 13.6
------------------------------,--------------------
time,temp
2025-06-26 12:40:01,12.6
2025-06-26 12:45:01,12.7
2025-06-26 12:50:01,12.7
2025-06-26 12:55:01,12.8
2025-06-26 13:00:01,12.7
2025-06-26 13:05:01,12.8
2025-06-26 13:10:01,12.8
2025-06-26 13:15:01,12.8
2025-06-26 13:20:01,12.8
2025-06-26 13:25:01,12.8
2025-06-26 13:30:01,12.8
2025-06-26 13:35:01,12.8
2025-06-26 13:40:01,12.8
2025-06-26 13:45:01,12.8
2025-06-26 13:50:01,12.8
2025-06-26 13:55:01,12.9
2025-06-26 14:00:01,12.9
2025-06-26 14:05:01,12.9
2025-06-26 14:10:01,12.9
2025-06-26 14:15:01,12.9
2025-06-26 14:20:01,12.8
2025-06-26 14:25:01,12.8
2025-06-26 14:30:01,12.9
2025-06-26 14:35:01,12.9
2025-06-26 14:40:01,13.0
2025-06-26 14:45:01,13.0
2025-06-26 14:50:01,13.3
2025-06-26 14:55:01,13.5
2025-06-26 15:00:01,13.3
2025-06-26 15:05:01,13.5
2025-06-26 15:10:01,13.6
2025-06-26 15:15:01,13.9
2025-06-26 15:20:01,14.2
2025-06-26 15:25:01,14.5
2025-06-26 15:30:01,14.8
2025-06-26 15:35:01,15.0
2025-06-26 15:40:01,15.5
2025-06-26 15:45:01,15.7
2025-06-26 15:50:01,15.8
2025-06-26 15:55:01,15.9
2025-06-26 16:00:01,16.3
2025-06-26 16:05:01,16.6
2025-06-26 16:10:01,16.9
2025-06-26 16:15:01,17.1
2025-06-26 16:20:01,17.1
2025-06-26 16:25:01,17.2
2025-06-26 16:30:01,17.2
2025-06-26 16:35:01,17.3
2025-06-26 16:40:01,17.3
2025-06-26 16:45:01,17.2
2025-06-26 16:50:01,17.0
2025-06-26 16:55:01,17.0
2025-06-26 17:00:01,17.0
2025-06-26 17:05:01,17.0
2025-06-26 17:10:01,16.9
2025-06-26 17:15:01,16.7
2025-06-26 17:20:01,16.7
2025-06-26 17:25:01,16.8
2025-06-26 17:30:01,16.9
2025-06-26 17:35:01,17.2
2025-06-26 17:40:01,17.6
2025-06-26 17:45:01,17.8
2025-06-26 17:50:01,17.6
2025-06-26 17:55:01,17.7
2025-06-26 18:00:01,18.1
2025-06-26 18:05:01,18.4
2025-06-26 18:10:01,18.6
2025-06-26 18:15:01,18.7
2025-06-26 18:20:01,18.8
2025-06-26 18:25:01,18.9
2025-06-26 18:30:01,19.1
2025-06-26 18:35:01,19.6
2025-06-26 18:40:01,20.2
2025-06-26 18:45:01,20.9
2025-06-26 18:50:01,21.3
2025-06-26 18:55:01,21.5
2025-06-26 19:00:01,21.6
2025-06-26 19:05:01,22.0
2025-06-26 19:10:01,22.6
2025-06-26 19:15:01,23.5
2025-06-26 19:20:01,24.7
2025-06-26 19:25:01,25.4
2025-06-26 19:30:01,24.9
2025-06-26 19:35:01,23.7
2025-06-26 19:40:01,22.7
2025-06-26 19:45:01,21.8
2025-06-26 19:50:01,21.4
2025-06-26 19:55:01,21.6
2025-06-26 20:00:01,21.5
2025-06-26 20:05:01,21.3
2025-06-26 20:10:01,21.2
2025-06-26 20:15:01,21.5
2025-06-26 20:20:01,21.1
2025-06-26 20:25:01,20.5
2025-06-26 20:30:01,19.4
2025-06-26 20:35:01,18.4
2025-06-26 20:40:01,18.0
2025-06-26 20:45:01,18.1
2025-06-26 20:50:01,18.5
2025-06-26 20:55:01,18.6
2025-06-26 21:00:01,18.4
2025-06-26 21:05:01,18.7
2025-06-26 21:10:01,19.0
2025-06-26 21:15:01,19.1
2025-06-26 21:20:01,19.3
2025-06-26 21:25:01,19.5
2025-06-26 21:30:01,19.4
2025-06-26 21:35:01,19.2
2025-06-26 21:40:01,18.9
2025-06-26 21:45:01,18.9
2025-06-26 21:50:01,18.9
2025-06-26 21:55:01,18.9
2025-06-26 22:00:01,18.7
2025-06-26 22:05:01,18.6
2025-06-26 22:10:01,18.4
2025-06-26 22:15:01,18.0
2025-06-26 22:20:01,17.6
2025-06-26 22:25:01,17.3
2025-06-26 22:30:01,17.1
2025-06-26 22:35:01,16.4
2025-06-26 22:40:01,15.8
2025-06-26 22:45:01,15.3
2025-06-26 22:50:01,15.0
2025-06-26 22:55:01,14.8
2025-06-26 23:00:01,14.6
2025-06-26 23:05:01,15.0
2025-06-26 23:10:01,15.2
2025-06-26 23:15:01,15.1
2025-06-26 23:20:01,14.8
2025-06-26 23:25:01,14.3
2025-06-26 23:30:01,14.1
2025-06-26 23:35:01,13.6
2025-06-26 23:40:01,13.7
2025-06-26 23:45:01,13.7
2025-06-26 23:50:01,13.5
2025-06-26 23:55:01,13.5
2025-06-27 00:00:01,13.0
2025-06-27 00:05:01,12.5
2025-06-27 00:10:01,12.2
2025-06-27 00:15:01,11.9
2025-06-27 00:20:01,11.9
2025-06-27 00:25:01,11.9
2025-06-27 00:30:01,11.9
2025-06-27 00:35:01,11.6
2025-06-27 00:40:01,11.3
2025-06-27 00:45:01,11.0
2025-06-27 00:50:01,11.1
2025-06-27 00:55:01,11.7
2025-06-27 01:00:01,12.7
2025-06-27 01:05:01,13.0
2025-06-27 01:10:01,13.0
2025-06-27 01:15:01,12.1
2025-06-27 01:20:01,12.3
2025-06-27 01:25:01,12.9
2025-06-27 01:30:01,13.0
2025-06-27 01:35:01,12.9
2025-06-27 01:40:01,13.0
2025-06-27 01:45:01,13.3
2025-06-27 01:50:01,12.6
2025-06-27 01:55:01,12.1
2025-06-27 02:00:01,12.3
2025-06-27 02:05:01,12.4
2025-06-27 02:10:01,11.8
2025-06-27 02:15:01,11.9
2025-06-27 02:20:01,11.6
2025-06-27 02:25:01,11.6
2025-06-27 02:30:01,11.5
2025-06-27 02:35:01,11.2
2025-06-27 02:40:01,11.3
2025-06-27 02:45:01,11.3
2025-06-27 02:50:01,11.4
2025-06-27 02:55:01,11.4
2025-06-27 03:00:01,11.4
2025-06-27 03:05:01,11.5
2025-06-27 03:10:01,11.4
2025-06-27 03:15:01,11.4
2025-06-27 03:20:01,11.4
2025-06-27 03:25:01,11.5
2025-06-27 03:30:01,11.4
2025-06-27 03:35:01,11.4
2025-06-27 03:40:01,11.4
2025-06-27 03:45:01,11.3
2025-06-27 03:50:01,11.2
2025-06-27 03:55:01,11.3
2025-06-27 04:00:01,11.3
2025-06-27 04:05:01,11.2
2025-06-27 04:10:01,11.2
2025-06-27 04:15:01,11.2
2025-06-27 04:20:01,11.2
2025-06-27 04:25:01,11.2
2025-06-27 04:30:01,11.2
2025-06-27 04:35:01,11.1
2025-06-27 04:40:01,11.1
2025-06-27 04:45:01,11.1
2025-06-27 04:50:01,11.0
2025-06-27 04:55:01,11.1
2025-06-27 05:00:01,11.1
2025-06-27 05:05:01,11.1
2025-06-27 05:10:01,11.2
2025-06-27 05:15:01,11.2
2025-06-27 05:20:01,11.1
2025-06-27 05:25:01,11.1
2025-06-27 05:30:01,11.1
2025-06-27 05:35:01,11.1
2025-06-27 05:40:01,11.2
2025-06-27 05:45:01,11.1
2025-06-27 05:50:01,11.1
2025-06-27 05:55:01,11.1
2025-06-27 06:00:01,11.1
2025-06-27 06:05:01,11.1
2025-06-27 06:10:01,11.1
2025-06-27 06:15:01,11.1
2025-06-27 06:20:01,11.1
2025-06-27 06:25:01,11.1
2025-06-27 06:30:01,11.9
2025-06-27 06:35:01,11.4
2025-06-27 06:40:01,11.3
2025-06-27 06:45:01,11.1
2025-06-27 06:50:01,11.3
2025-06-27 06:55:01,11.5
2025-06-27 07:00:01,11.1
2025-06-27 07:05:01,11.4
2025-06-27 07:10:01,11.2
2025-06-27 07:15:01,11.2
2025-06-27 07:20:01,11.2
2025-06-27 07:25:01,11.0
2025-06-27 07:30:01,11.0
2025-06-27 07:35:01,11.2
2025-06-27 07:40:01,11.1
2025-06-27 07:45:01,11.1
2025-06-27 07:50:01,10.8
2025-06-27 07:55:01,11.0
2025-06-27 08:00:01,10.9
2025-06-27 08:05:01,11.1
2025-06-27 08:10:01,10.9
2025-06-27 08:15:01,10.9
2025-06-27 08:20:01,10.9
2025-06-27 08:25:01,10.9
2025-06-27 08:30:01,10.9
2025-06-27 08:35:01,10.8
2025-06-27 08:40:01,10.8
2025-06-27 08:45:01,11.4
2025-06-27 08:50:01,11.6
2025-06-27 08:55:01,11.8
2025-06-27 09:00:01,12.0
2025-06-27 09:05:01,12.4
2025-06-27 09:10:01,12.4
2025-06-27 09:15:01,12.5
2025-06-27 09:20:01,12.3
2025-06-27 09:25:01,12.2
2025-06-27 09:30:01,12.1
2025-06-27 09:35:01,12.1
2025-06-27 09:40:01,12.1
2025-06-27 09:45:01,11.9
2025-06-27 09:50:01,11.7
2025-06-27 09:55:01,11.7
2025-06-27 10:00:01,11.7
2025-06-27 10:05:01,11.8
2025-06-27 10:10:01,12.0
2025-06-27 10:15:01,12.3
2025-06-27 10:20:01,12.7
2025-06-27 10:25:01,12.8
2025-06-27 10:30:01,12.8
2025-06-27 10:35:01,12.4
2025-06-27 10:40:01,12.6
2025-06-27 10:45:01,12.6
2025-06-27 10:50:01,12.6
2025-06-27 10:55:01,12.7
2025-06-27 11:00:01,12.8
2025-06-27 11:05:01,12.8
2025-06-27 11:10:01,12.8
2025-06-27 11:15:01,12.6
2025-06-27 11:20:01,12.5
2025-06-27 11:25:01,11.6
2025-06-27 11:30:01,11.5
2025-06-27 11:35:01,11.4
2025-06-27 11:40:01,11.4
2025-06-27 11:45:01,11.4
2025-06-27 11:50:01,11.6
2025-06-27 11:55:01,12.1
2025-06-27 12:00:01,12.1
2025-06-27 12:05:01,12.3
2025-06-27 12:10:01,12.2
2025-06-27 12:15:01,12.1
2025-06-27 12:20:01,11.6
2025-06-27 12:25:01,11.3
2025-06-27 12:30:01,11.5
2025-06-27 12:35:01,11.6
2025-06-27 12:40:01,11.5
2025-06-27 12:45:01,11.8
2025-06-27 12:50:01,11.8
2025-06-27 12:55:01,12.0
2025-06-27 13:00:01,12.2
2025-06-27 13:05:01,12.5
2025-06-27 13:10:01,12.5
2025-06-27 13:15:01,12.4
2025-06-27 13:20:01,12.6
2025-06-27 13:25:01,12.7
2025-06-27 13:30:01,12.7
2025-06-27 13:35:01,12.7
2025-06-27 13:40:01,12.7
2025-06-27 13:45:01,12.8
2025-06-27 13:50:01,12.9
2025-06-27 13:55:01,12.9
2025-06-27 14:00:01,13.0
2025-06-27 14:05:01,13.1
2025-06-27 14:10:01,13.2
2025-06-27 14:15:01,13.4
2025-06-27 14:20:01,13.6
2025-06-27 14:25:01,13.7
2025-06-27 14:30:01,13.7
2025-06-27 14:35:01,13.6
2025-06-27 14:40:01,13.5
2025-06-27 14:45:01,13.6
2025-06-27 14:50:01,13.6
2025-06-27 14:55:01,13.6
2025-06-27 15:00:01,13.7
2025-06-27 15:05:01,13.8
2025-06-27 15:10:01,14.0
2025-06-27 15:15:01,14.1
2025-06-27 15:20:01,14.3
2025-06-27 15:25:01,14.5
2025-06-27 15:30:01,14.5
2025-06-27 15:35:01,14.4
2025-06-27 15:40:01,14.5
2025-06-27 15:45:01,14.9
2025-06-27 15:50:01,15.1
2025-06-27 15:55:01,15.1
2025-06-27 16:00:01,14.9
2025-06-27 16:05:01,15.2
2025-06-27 16:10:01,15.5
2025-06-27 16:15:01,15.8
2025-06-27 16:20:01,16.0
2025-06-27 16:25:01,16.1
2025-06-27 16:30:01,16.5
2025-06-27 16:35:01,17.1
2025-06-27 16:40:01,17.6
2025-06-27 16:45:01,17.8
2025-06-27 16:50:01,17.9
2025-06-27 16:55:01,18.0
2025-06-27 17:00:01,18.4
2025-06-27 17:05:01,18.9
2025-06-27 17:10:01,19.3
2025-06-27 17:15:01,19.4
2025-06-27 17:20:01,19.0
2025-06-27 17:25:01,19.0
2025-06-27 17:30:01,19.2
2025-06-27 17:35:01,19.5
2025-06-27 17:40:01,20.3
2025-06-27 17:45:01,22.1
2025-06-27 17:50:01,22.7
2025-06-27 17:55:01,23.1
2025-06-27 18:00:01,22.9
2025-06-27 18:05:01,25.0
2025-06-27 18:10:01,25.2
2025-06-27 18:15:01,23.2
2025-06-27 18:20:01,22.8
2025-06-27 18:25:01,23.6
2025-06-27 18:30:01,23.4
2025-06-27 18:35:01,23.3
2025-06-27 18:40:01,23.1
2025-06-27 18:45:01,22.5
2025-06-27 18:50:01,21.9
2025-06-27 18:55:01,20.7
2025-06-27 19:00:01,19.9
2025-06-27 19:05:01,19.3
2025-06-27 19:10:01,18.5
2025-06-27 19:15:01,17.9
2025-06-27 19:20:01,17.5
2025-06-27 19:25:01,17.4
2025-06-27 19:30:01,17.7
2025-06-27 19:35:01,18.1
2025-06-27 19:40:01,18.2
2025-06-27 19:45:01,18.4
2025-06-27 19:50:01,18.6
2025-06-27 19:55:01,19.0
2025-06-27 20:00:01,19.0
2025-06-27 20:05:01,19.0
2025-06-27 20:10:01,19.2
2025-06-27 20:15:01,19.0
2025-06-27 20:20:01,18.8
2025-06-27 20:25:01,19.1
2025-06-27 20:30:01,19.6
2025-06-27 20:35:01,20.4
2025-06-27 20:40:01,21.0
2025-06-27 20:45:01,21.3
2025-06-27 20:50:01,21.2
2025-06-27 20:55:01,21.5
2025-06-27 21:00:01,21.2
2025-06-27 21:05:01,21.0
2025-06-27 21:10:01,20.7
2025-06-27 21:15:01,20.0
2025-06-27 21:20:01,19.6
2025-06-27 21:25:01,19.4
2025-06-27 21:30:01,19.3
2025-06-27 21:35:01,19.4
2025-06-27 21:40:01,19.4
2025-06-27 21:45:01,19.3
2025-06-27 21:50:01,19.1
2025-06-27 21:55:01,19.0
2025-06-27 22:00:01,18.7
2025-06-27 22:05:01,18.3
2025-06-27 22:10:01,18.0
2025-06-27 22:15:01,18.0
2025-06-27 22:20:01,18.1
2025-06-27 22:25:01,18.0
2025-06-27 22:30:01,18.1
2025-06-27 22:35:01,18.2
2025-06-27 22:40:01,18.0
2025-06-27 22:45:01,18.0
2025-06-27 22:50:01,17.9
2025-06-27 22:55:01,17.8
2025-06-27 23:00:01,17.8
2025-06-27 23:05:01,17.9
2025-06-27 23:10:01,18.2
2025-06-27 23:15:01,18.3
2025-06-27 23:20:01,18.4
2025-06-27 23:25:01,18.4
2025-06-27 23:30:01,18.1
2025-06-27 23:35:01,17.8
2025-06-27 23:40:01,17.7
2025-06-27 23:45:01,17.5
2025-06-27 23:50:01,17.3
2025-06-27 23:55:01,16.9
2025-06-28 00:00:01,16.8
2025-06-28 00:05:01,14.8
2025-06-28 00:10:01,14.0
2025-06-28 00:15:01,13.2
2025-06-28 00:20:01,12.9
2025-06-28 00:25:01,13.0
2025-06-28 00:30:01,13.2
2025-06-28 00:35:01,13.2
2025-06-28 00:40:01,12.6
2025-06-28 00:45:01,12.4
2025-06-28 00:50:01,12.3
2025-06-28 00:55:01,12.3
2025-06-28 01:00:01,12.1
2025-06-28 01:05:01,11.9
2025-06-28 01:10:01,11.7
2025-06-28 01:15:01,11.6
2025-06-28 01:20:01,11.6
2025-06-28 01:25:01,11.5
2025-06-28 01:30:01,11.2
2025-06-28 01:35:01,11.0
2025-06-28 01:40:01,11.0
2025-06-28 01:45:01,11.0
2025-06-28 01:50:01,10.9
2025-06-28 01:55:01,10.9
2025-06-28 02:00:01,11.0
2025-06-28 02:05:01,11.4
2025-06-28 02:10:01,11.8
2025-06-28 02:15:01,11.9
2025-06-28 02:20:01,12.1
2025-06-28 02:25:01,12.1
2025-06-28 02:30:01,12.1
2025-06-28 02:35:01,12.2
2025-06-28 02:40:01,12.1
2025-06-28 02:45:01,12.0
2025-06-28 02:50:01,12.0
2025-06-28 02:55:01,12.0
2025-06-28 03:00:01,11.8
2025-06-28 03:05:01,11.7
2025-06-28 03:10:01,11.8
2025-06-28 03:15:01,11.7
2025-06-28 03:20:01,11.6
2025-06-28 03:25:01,11.4
2025-06-28 03:30:01,11.2
2025-06-28 03:35:01,11.3
2025-06-28 03:40:01,11.1
2025-06-28 03:45:01,11.1
2025-06-28 03:50:01,11.1
2025-06-28 03:55:01,11.2
2025-06-28 04:00:01,11.1
2025-06-28 04:05:01,11.1
2025-06-28 04:10:01,11.1
2025-06-28 04:15:01,11.1
2025-06-28 04:20:01,11.0
2025-06-28 04:25:01,11.0
2025-06-28 04:30:01,10.9
2025-06-28 04:35:01,10.9
2025-06-28 04:40:01,10.9
2025-06-28 04:45:01,10.8
2025-06-28 04:50:01,10.8
2025-06-28 04:55:01,10.9
2025-06-28 05:00:01,10.9
2025-06-28 05:05:01,10.8
2025-06-28 05:10:01,10.9
2025-06-28 05:15:01,10.8
2025-06-28 05:20:01,10.8
2025-06-28 05:25:01,10.9
2025-06-28 05:30:01,10.9
2025-06-28 05:35:01,11.1
2025-06-28 05:40:01,11.0
2025-06-28 05:45:01,11.1
2025-06-28 05:50:01,11.0
2025-06-28 05:55:01,11.0
2025-06-28 06:00:01,10.9
2025-06-28 06:05:01,10.9
2025-06-28 06:10:01,10.9
2025-06-28 06:15:01,11.0
2025-06-28 06:20:01,11.2
2025-06-28 06:25:01,12.0
2025-06-28 06:30:01,12.2
2025-06-28 06:35:01,11.4
2025-06-28 06:40:01,11.2
2025-06-28 06:45:01,11.1
2025-06-28 06:50:01,11.0
2025-06-28 06:55:01,11.0
2025-06-28 07:00:01,11.0
2025-06-28 07:05:01,11.0
2025-06-28 07:10:01,11.0
2025-06-28 07:15:01,11.0
2025-06-28 07:20:01,11.0
2025-06-28 07:25:01,11.0
2025-06-28 07:30:01,11.0
2025-06-28 07:35:01,10.9
2025-06-28 07:40:01,10.9
2025-06-28 07:45:01,10.8
2025-06-28 07:50:01,10.8
2025-06-28 07:55:01,10.8
2025-06-28 08:00:01,10.8
2025-06-28 08:05:01,10.8
2025-06-28 08:10:01,10.8
2025-06-28 08:15:01,10.7
2025-06-28 08:20:01,10.7
2025-06-28 08:25:01,10.7
2025-06-28 08:30:01,10.7
2025-06-28 08:35:01,10.7
2025-06-28 08:40:01,10.7
2025-06-28 08:45:01,10.8
2025-06-28 08:50:01,10.7
2025-06-28 08:55:01,10.8
2025-06-28 09:00:01,10.7
2025-06-28 09:05:01,10.6
2025-06-28 09:10:01,10.6
2025-06-28 09:15:01,10.6
2025-06-28 09:20:01,10.6
2025-06-28 09:25:01,10.6
2025-06-28 09:30:01,10.6
2025-06-28 09:35:01,10.7
2025-06-28 09:40:01,10.8
2025-06-28 09:45:01,10.9
2025-06-28 09:50:01,10.8
2025-06-28 09:55:01,10.8
2025-06-28 10:00:01,10.8
2025-06-28 10:05:01,10.7
2025-06-28 10:10:01,10.8
2025-06-28 10:15:01,10.9
2025-06-28 10:20:01,10.9
2025-06-28 10:25:01,11.0
2025-06-28 10:30:01,11.2
2025-06-28 10:35:01,11.2
2025-06-28 10:40:01,11.5
2025-06-28 10:45:01,11.6
2025-06-28 10:50:01,11.7
2025-06-28 10:55:01,11.6
2025-06-28 11:00:01,11.4
2025-06-28 11:05:01,10.9
2025-06-28 11:10:01,10.7
2025-06-28 11:15:01,11.0
2025-06-28 11:20:01,11.4
2025-06-28 11:25:01,11.5
2025-06-28 11:30:01,11.7
2025-06-28 11:35:01,11.8
2025-06-28 11:40:01,11.8
2025-06-28 11:45:01,11.5
2025-06-28 11:50:01,11.3
2025-06-28 11:55:01,11.2
2025-06-28 12:00:01,11.2
2025-06-28 12:05:01,11.3
2025-06-28 12:10:01,11.5
2025-06-28 12:15:01,11.8
2025-06-28 12:20:01,11.9
2025-06-28 12:25:01,11.9
2025-06-28 12:30:01,12.0
2025-06-28 12:35:01,11.9
2025-06-28 12:40:01,11.9
2025-06-28 12:45:01,11.9
2025-06-28 12:50:01,11.9
2025-06-28 12:55:01,11.8
2025-06-28 13:00:01,11.8
2025-06-28 13:05:01,11.8
2025-06-28 13:10:01,11.9
2025-06-28 13:15:01,11.9
2025-06-28 13:20:01,12.0
2025-06-28 13:25:01,12.0
2025-06-28 13:30:01,12.1
2025-06-28 13:35:01,12.2
2025-06-28 13:40:01,12.1
2025-06-28 13:45:01,12.1
2025-06-28 13:50:01,12.2
2025-06-28 13:55:01,12.3
2025-06-28 14:00:01,12.6
2025-06-28 14:05:01,12.7
2025-06-28 14:10:01,12.7
2025-06-28 14:15:01,12.6
2025-06-28 14:20:01,12.6
2025-06-28 14:25:01,12.7
2025-06-28 14:30:01,12.8
2025-06-28 14:35:01,12.8
2025-06-28 14:40:01,12.9
2025-06-28 14:45:01,13.1
2025-06-28 14:50:01,12.9
2025-06-28 14:55:01,12.9
2025-06-28 15:00:01,13.0
2025-06-28 15:05:01,12.9
2025-06-28 15:10:01,13.2
2025-06-28 15:15:01,13.4
2025-06-28 15:20:01,13.5
2025-06-28 15:25:01,13.3
2025-06-28 15:30:01,13.2
2025-06-28 15:35:01,13.3
2025-06-28 15:40:01,13.4
2025-06-28 15:45:01,13.5
2025-06-28 15:50:01,13.2
2025-06-28 15:55:01,13.2
2025-06-28 16:00:01,13.0
2025-06-28 16:05:01,12.9
2025-06-28 16:10:01,13.0
2025-06-28 16:15:01,13.3
2025-06-28 16:20:01,13.6
2025-06-28 16:25:01,14.3
2025-06-28 16:30:01,15.2
2025-06-28 16:35:01,15.9
2025-06-28 16:40:01,16.4
2025-06-28 16:45:01,17.2
2025-06-28 16:50:01,17.8
2025-06-28 16:55:01,18.6
2025-06-28 17:00:01,19.4
2025-06-28 17:05:01,20.0
2025-06-28 17:10:01,20.3
2025-06-28 17:15:01,19.8
2025-06-28 17:20:01,20.6
2025-06-28 17:25:01,21.1
2025-06-28 17:30:01,19.5
2025-06-28 17:35:01,18.9
2025-06-28 17:40:01,20.0
2025-06-28 17:45:01,21.0
2025-06-28 17:50:01,20.3
2025-06-28 17:55:01,19.4
2025-06-28 18:00:01,18.7
2025-06-28 18:05:01,20.3
2025-06-28 18:10:01,19.6
2025-06-28 18:15:01,20.9
2025-06-28 18:20:01,22.6
2025-06-28 18:25:01,23.8
2025-06-28 18:30:01,24.2
2025-06-28 18:35:01,24.6
2025-06-28 18:40:01,25.1
2025-06-28 18:45:01,25.2
2025-06-28 18:50:01,25.4
2025-06-28 18:55:01,25.6
2025-06-28 19:00:01,25.8
2025-06-28 19:05:01,26.2
2025-06-28 19:10:01,26.6
2025-06-28 19:15:01,27.2
2025-06-28 19:20:01,27.5
2025-06-28 19:25:01,27.3
2025-06-28 19:30:01,27.5
2025-06-28 19:35:01,27.5
2025-06-28 19:40:01,28.1
2025-06-28 19:45:01,28.3
2025-06-28 19:50:01,28.6
2025-06-28 19:55:01,29.1
2025-06-28 20:00:01,30.1
2025-06-28 20:05:01,29.5
2025-06-28 20:10:01,29.4
2025-06-28 20:15:01,29.9
2025-06-28 20:20:01,29.8
2025-06-28 20:25:01,30.0
2025-06-28 20:30:01,30.4
2025-06-28 20:35:01,31.7
2025-06-28 20:40:01,32.8
2025-06-28 20:45:01,33.3
2025-06-28 20:50:01,33.7
2025-06-28 20:55:01,33.3
2025-06-28 21:00:01,33.6
2025-06-28 21:05:01,32.1
2025-06-28 21:10:01,31.4
2025-06-28 21:15:01,31.4
2025-06-28 21:20:01,32.2
2025-06-28 21:25:01,33.6
2025-06-28 21:30:01,34.4
2025-06-28 21:35:01,33.7
2025-06-28 21:40:01,34.1
2025-06-28 21:45:01,33.7
2025-06-28 21:50:01,33.6
2025-06-28 21:55:01,31.8
2025-06-28 22:00:01,31.2
2025-06-28 22:05:01,30.6
2025-06-28 22:10:01,30.7
2025-06-28 22:15:01,31.1
2025-06-28 22:20:01,31.7
2025-06-28 22:25:01,32.4
2025-06-28 22:30:01,31.2
2025-06-28 22:35:01,30.7
2025-06-28 22:40:01,30.9
2025-06-28 22:45:01,31.2
2025-06-28 22:50:01,31.1
2025-06-28 22:55:01,30.7
2025-06-28 23:00:01,30.6
2025-06-28 23:05:01,30.6
2025-06-28 23:10:01,31.0
2025-06-28 23:15:01,31.3
2025-06-28 23:20:01,30.9
2025-06-28 23:25:01,31.3
2025-06-28 23:30:01,30.6
2025-06-28 23:35:01,29.8
2025-06-28 23:40:01,28.9
2025-06-28 23:45:01,28.4
2025-06-28 23:50:01,27.9
2025-06-28 23:55:01,28.1
2025-06-29 00:00:01,28.0
2025-06-29 00:05:01,27.2
2025-06-29 00:10:01,26.7
2025-06-29 00:15:01,26.9
2025-06-29 00:20:01,26.7
2025-06-29 00:25:01,26.5
2025-06-29 00:30:01,26.4
2025-06-29 00:35:01,25.6
2025-06-29 00:40:01,20.0
2025-06-29 00:45:01,16.6
2025-06-29 00:50:01,16.8
2025-06-29 00:55:01,16.3
2025-06-29 01:00:01,16.1
2025-06-29 01:05:01,15.9
2025-06-29 01:10:01,15.2
2025-06-29 01:15:01,14.9
2025-06-29 01:20:01,14.2
2025-06-29 01:25:01,13.8
2025-06-29 01:30:01,13.7
2025-06-29 01:35:01,13.4
2025-06-29 01:40:01,13.3
2025-06-29 01:45:01,13.0
2025-06-29 01:50:01,13.0
2025-06-29 01:55:01,12.9
2025-06-29 02:00:01,12.8
2025-06-29 02:05:01,12.6
2025-06-29 02:10:01,12.4
2025-06-29 02:15:01,12.3
2025-06-29 02:20:01,12.2
2025-06-29 02:25:01,12.3
2025-06-29 02:30:01,12.7
2025-06-29 02:35:01,13.7
2025-06-29 02:40:01,14.1
2025-06-29 02:45:01,14.2
2025-06-29 02:50:01,14.3
2025-06-29 02:55:01,14.3
2025-06-29 03:00:01,14.4
2025-06-29 03:05:01,14.5
2025-06-29 03:10:01,14.7
2025-06-29 03:15:01,14.7
2025-06-29 03:20:01,14.9
2025-06-29 03:25:01,14.8
2025-06-29 03:30:01,14.6
2025-06-29 03:35:01,14.7
2025-06-29 03:40:01,13.7
2025-06-29 03:45:01,14.2
2025-06-29 03:50:01,14.7
2025-06-29 03:55:01,14.1
2025-06-29 04:00:01,13.2
2025-06-29 04:05:01,12.3
2025-06-29 04:10:01,11.7
2025-06-29 04:15:01,11.6
2025-06-29 04:20:01,11.6
2025-06-29 04:25:01,11.7
2025-06-29 04:30:01,11.8
2025-06-29 04:35:01,11.9
2025-06-29 04:40:01,11.6
2025-06-29 04:45:01,11.6
2025-06-29 04:50:01,11.6
2025-06-29 04:55:01,11.7
2025-06-29 05:00:01,11.9
2025-06-29 05:05:01,12.1
2025-06-29 05:10:01,12.2
2025-06-29 05:15:01,12.1
2025-06-29 05:20:01,12.1
2025-06-29 05:25:01,11.9
2025-06-29 05:30:01,11.9
2025-06-29 05:35:01,11.9
2025-06-29 05:40:01,12.0
2025-06-29 05:45:01,11.9
2025-06-29 05:50:01,11.9
2025-06-29 05:55:01,11.9
2025-06-29 06:00:01,11.9
2025-06-29 06:05:01,11.9
2025-06-29 06:10:01,12.0
2025-06-29 06:15:01,12.4
2025-06-29 06:20:01,13.6
2025-06-29 06:25:01,12.8
2025-06-29 06:30:01,12.1
2025-06-29 06:35:01,12.0
2025-06-29 06:40:01,11.9
2025-06-29 06:45:01,12.0
2025-06-29 06:50:01,11.9
2025-06-29 06:55:01,11.9
2025-06-29 07:00:01,12.1
2025-06-29 07:05:01,12.6
2025-06-29 07:10:01,12.9
2025-06-29 07:15:01,13.3
2025-06-29 07:20:01,12.7
2025-06-29 07:25:01,13.1
2025-06-29 07:30:01,12.9
2025-06-29 07:35:01,12.4
2025-06-29 07:40:01,13.1
2025-06-29 07:45:01,13.3
2025-06-29 07:50:01,13.4
2025-06-29 07:55:01,13.2
2025-06-29 08:00:01,13.5
