ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2025-08-19T09:58:00.000,25.95,312.86,17.65,-19.02
2025-08-19T09:59:00.000,210.51,316.28,152.13,-145.50
2025-08-19T10:00:00.000,63.07,13.22,61.40,14.42
2025-08-19T10:01:00.000,26.65,143.42,-21.40,15.88
2025-08-19T10:02:00.000,197.04,327.75,166.65,-105.14
2025-08-19T10:03:00.000,197.01,327.73,166.58,-105.18
2025-08-19T10:04:00.000,197.06,327.77,166.70,-105.09
2025-08-19T10:05:00.000,197.07,327.76,166.69,-105.13
2025-08-19T10:06:00.000,197.09,327.74,166.68,-105.19
2025-08-19T10:07:00.000,197.10,327.75,166.69,-105.18
2025-08-19T10:08:00.000,196.96,327.75,166.57,-105.11
2025-08-19T10:09:00.000,197.04,327.72,166.59,-105.23
2025-08-19T10:10:00.000,197.01,327.74,166.59,-105.17
2025-08-19T10:11:00.000,197.03,327.74,166.62,-105.16
2025-08-19T10:12:00.000,197.07,327.75,166.66,-105.17
2025-08-19T10:13:00.000,196.99,327.75,166.61,-105.11
2025-08-19T10:14:00.000,196.97,327.74,166.56,-105.15
2025-08-19T10:15:00.000,197.04,327.76,166.65,-105.13
2025-08-19T10:16:00.000,196.97,327.75,166.58,-105.10
2025-08-19T10:17:00.000,197.07,327.80,166.77,-105.00
2025-08-19T10:18:00.000,197.05,327.75,166.66,-105.14
2025-08-19T10:19:00.000,196.79,327.75,166.43,-105.01
2025-08-19T10:20:00.000,196.72,327.69,166.26,-105.15
2025-08-19T10:21:00.000,196.70,327.68,166.23,-105.16
2025-08-19T10:22:00.000,196.61,327.67,166.14,-105.14
2025-08-19T10:23:00.000,196.63,327.69,166.18,-105.11
2025-08-19T10:24:00.000,196.59,327.65,166.08,-105.19
2025-08-19T10:25:00.000,196.60,327.66,166.09,-105.18
2025-08-19T10:26:00.000,196.61,327.68,166.15,-105.13
2025-08-19T10:27:00.000,196.58,327.64,166.05,-105.23
2025-08-19T10:28:00.000,196.62,327.60,166.01,-105.35
2025-08-19T10:29:00.000,196.67,327.59,166.04,-105.41
2025-08-19T10:30:00.000,196.82,327.62,166.21,-105.40
2025-08-19T10:31:00.000,197.08,327.63,166.44,-105.53
2025-08-19T10:32:00.000,197.94,327.62,167.17,-105.99
2025-08-19T10:33:00.000,200.71,327.58,169.42,-107.61
2025-08-19T10:34:00.000,215.41,327.88,182.43,-114.54
2025-08-19T10:35:00.000,244.61,328.68,208.96,-127.17
2025-08-19T10:36:00.000,226.00,326.89,189.31,-123.44
2025-08-19T10:37:00.000,200.64,327.50,169.22,-107.81
2025-08-19T10:38:00.000,175.58,325.74,145.11,-98.85
2025-08-19T10:39:00.000,157.00,340.39,147.89,-52.69
2025-08-19T10:40:00.000,136.47,343.99,131.17,-37.65
2025-08-19T10:41:00.000,118.74,351.03,117.29,-18.51
2025-08-19T10:42:00.000,104.19,350.43,102.74,-17.32
2025-08-19T10:43:00.000,88.83,351.35,87.82,-13.36
2025-08-19T10:44:00.000,78.52,353.60,78.03,-8.76
2025-08-19T10:45:00.000,68.85,357.64,68.79,-2.84
2025-08-19T10:46:00.000,60.31,359.16,60.30,-0.89
2025-08-19T10:47:00.000,54.53,2.02,54.50,1.93
2025-08-19T10:48:00.000,48.11,9.51,47.45,7.95
2025-08-19T10:49:00.000,43.74,46.07,30.35,31.50
2025-08-19T10:50:00.000,39.93,48.61,26.40,29.95
2025-08-19T10:51:00.000,36.69,46.55,25.23,26.63
2025-08-19T10:52:00.000,34.54,43.11,25.21,23.60
2025-08-19T10:53:00.000,32.38,43.93,23.32,22.46
2025-08-19T10:54:00.000,31.02,41.84,23.11,20.69
2025-08-19T10:55:00.000,29.75,45.47,20.87,21.21
2025-08-19T10:56:00.000,28.57,49.67,18.49,21.78
2025-08-19T10:57:00.000,27.16,46.87,18.57,19.82
2025-08-19T10:58:00.000,25.67,42.93,18.79,17.48
2025-08-19T10:59:00.000,24.17,46.71,16.57,17.59
2025-08-19T11:00:00.000,22.47,48.16,14.99,16.74
2025-08-19T11:01:00.000,20.86,50.20,13.36,16.03
2025-08-19T11:02:00.000,19.26,55.72,10.85,15.92
2025-08-19T11:03:00.000,16.81,52.92,10.13,13.41
2025-08-19T11:04:00.000,13.50,52.67,8.19,10.74
2025-08-19T11:05:00.000,9.36,56.88,5.11,7.84
2025-08-19T11:06:00.000,4.67,54.02,2.75,3.78
2025-08-19T11:07:00.000,2.68,50.96,1.69,2.08
2025-08-19T11:08:00.000,1.69,49.46,1.10,1.28
2025-08-19T11:09:00.000,1.59,50.36,1.01,1.22
2025-08-19T11:10:00.000,1.54,49.64,1.00,1.18
2025-08-19T11:11:00.000,1.49,50.41,0.95,1.14
2025-08-19T11:12:00.000,1.54,50.59,0.98,1.19
2025-08-19T11:13:00.000,1.59,52.21,0.97,1.26
2025-08-19T11:14:00.000,1.62,52.30,0.99,1.29
2025-08-19T11:15:00.000,1.69,53.20,1.01,1.35
2025-08-19T11:16:00.000,1.79,54.80,1.03,1.46
2025-08-19T11:17:00.000,1.80,55.16,1.03,1.48
2025-08-19T11:18:00.000,1.71,54.10,1.00,1.38
2025-08-19T11:19:00.000,1.68,53.73,0.99,1.35
2025-08-19T11:20:00.000,1.67,53.34,1.00,1.34
2025-08-19T11:21:00.000,1.70,54.06,1.00,1.38
2025-08-19T11:22:00.000,1.72,53.71,1.02,1.39
2025-08-19T11:23:00.000,1.74,54.07,1.02,1.41
2025-08-19T11:24:00.000,1.72,54.01,1.01,1.39
2025-08-19T11:25:00.000,1.69,53.68,1.00,1.36
2025-08-19T11:26:00.000,1.68,54.41,0.98,1.37
2025-08-19T11:27:00.000,1.68,54.80,0.97,1.38
2025-08-19T11:28:00.000,1.74,55.76,0.98,1.44
2025-08-19T11:29:00.000,1.68,54.23,0.98,1.36
2025-08-19T11:30:00.000,1.56,52.10,0.96,1.23
2025-08-19T11:31:00.000,1.66,53.22,0.99,1.33
2025-08-19T11:32:00.000,1.69,54.82,0.97,1.38
2025-08-19T11:33:00.000,1.70,53.55,1.01,1.37
2025-08-19T11:34:00.000,1.67,53.75,0.99,1.35
2025-08-19T11:35:00.000,1.73,53.20,1.03,1.38
2025-08-19T11:36:00.000,1.66,53.12,1.00,1.33
2025-08-19T11:37:00.000,1.72,53.60,1.02,1.39
2025-08-19T11:38:00.000,1.52,53.54,0.90,1.22
2025-08-19T11:39:00.000,1.72,54.79,0.99,1.40
2025-08-19T11:40:00.000,1.58,53.36,0.94,1.27
2025-08-19T11:41:00.000,1.81,57.29,0.98,1.52
2025-08-19T11:42:00.000,1.62,53.29,0.97,1.30
2025-08-19T11:43:00.000,2.04,58.53,1.07,1.74
2025-08-19T11:44:00.000,1.90,58.30,1.00,1.62
2025-08-19T11:45:00.000,1.89,57.60,1.01,1.59
2025-08-19T11:46:00.000,1.87,57.72,1.00,1.58
2025-08-19T11:47:00.000,2.30,61.11,1.11,2.02
2025-08-19T11:48:00.000,3.05,60.78,1.49,2.66
2025-08-19T11:49:00.000,1.79,53.05,1.07,1.43
2025-08-19T11:50:00.000,1.68,54.18,0.98,1.36
2025-08-19T11:51:00.000,1.62,53.76,0.96,1.31
2025-08-19T11:52:00.000,1.48,50.14,0.95,1.14
2025-08-19T11:53:00.000,1.52,50.85,0.96,1.18
2025-08-19T11:54:00.000,1.64,53.36,0.98,1.32
2025-08-19T11:55:00.000,1.57,53.65,0.93,1.26
2025-08-19T11:56:00.000,1.86,55.32,1.06,1.53
2025-08-19T11:57:00.000,1.68,52.40,1.03,1.33
2025-08-19T11:58:00.000,1.65,53.47,0.98,1.32
2025-08-19T11:59:00.000,1.75,53.51,1.04,1.41
2025-08-19T12:00:00.000,1.55,52.86,0.93,1.23
2025-08-19T12:01:00.000,1.53,52.56,0.93,1.21
2025-08-19T12:02:00.000,1.28,49.48,0.83,0.97
2025-08-19T12:03:00.000,1.27,47.87,0.85,0.94
2025-08-19T12:04:00.000,1.23,49.84,0.79,0.94
2025-08-19T12:05:00.000,1.36,53.39,0.81,1.09
2025-08-19T12:06:00.000,1.25,49.43,0.81,0.95
2025-08-19T12:07:00.000,1.42,54.95,0.82,1.16
2025-08-19T12:08:00.000,1.50,55.21,0.85,1.23
2025-08-19T12:09:00.000,1.45,55.11,0.83,1.19
2025-08-19T12:10:00.000,1.54,55.39,0.88,1.27
2025-08-19T12:11:00.000,1.58,55.04,0.90,1.29
2025-08-19T12:12:00.000,1.39,51.91,0.86,1.09
2025-08-19T12:13:00.000,1.46,53.82,0.86,1.18
2025-08-19T12:14:00.000,1.34,53.39,0.80,1.08
2025-08-19T12:15:00.000,1.28,51.90,0.79,1.01
2025-08-19T12:16:00.000,1.20,50.97,0.76,0.94
2025-08-19T12:17:00.000,1.16,51.03,0.73,0.90
2025-08-19T12:18:00.000,1.15,51.95,0.71,0.90
2025-08-19T12:19:00.000,1.18,52.28,0.72,0.94
2025-08-19T12:20:00.000,1.21,51.76,0.75,0.95
2025-08-19T12:21:00.000,1.24,51.74,0.77,0.97
2025-08-19T12:22:00.000,1.28,54.70,0.74,1.04
2025-08-19T12:23:00.000,1.31,55.29,0.75,1.08
2025-08-19T12:24:00.000,1.41,60.98,0.68,1.23
2025-08-19T12:25:00.000,1.30,59.46,0.66,1.12
2025-08-19T12:26:00.000,1.24,60.12,0.62,1.08
2025-08-19T12:27:00.000,1.08,61.48,0.52,0.95
2025-08-19T12:28:00.000,1.14,60.51,0.56,0.99
2025-08-19T12:29:00.000,1.17,56.84,0.64,0.98
2025-08-19T12:30:00.000,1.19,56.62,0.66,0.99
2025-08-19T12:31:00.000,1.22,54.16,0.71,0.99
2025-08-19T12:32:00.000,1.19,47.87,0.80,0.88
2025-08-19T12:33:00.000,1.12,49.10,0.74,0.85
2025-08-19T12:34:00.000,1.10,49.96,0.70,0.84
2025-08-19T12:35:00.000,1.09,51.50,0.68,0.85
2025-08-19T12:36:00.000,1.10,50.51,0.70,0.85
2025-08-19T12:37:00.000,1.12,51.40,0.70,0.87
2025-08-19T12:38:00.000,1.10,50.78,0.69,0.85
2025-08-19T12:39:00.000,1.09,49.06,0.71,0.82
2025-08-19T12:40:00.000,1.08,48.83,0.71,0.81
2025-08-19T12:41:00.000,1.05,49.30,0.69,0.80
2025-08-19T12:42:00.000,1.04,48.90,0.68,0.78
2025-08-19T12:43:00.000,1.04,48.53,0.69,0.78
2025-08-19T12:44:00.000,0.96,51.40,0.60,0.75
2025-08-19T12:45:00.000,1.00,51.65,0.62,0.79
2025-08-19T12:46:00.000,1.04,50.03,0.67,0.80
2025-08-19T12:47:00.000,1.05,52.29,0.64,0.83
2025-08-19T12:48:00.000,1.07,50.95,0.67,0.83
2025-08-19T12:49:00.000,1.06,50.64,0.67,0.82
2025-08-19T12:50:00.000,1.03,50.34,0.66,0.79
2025-08-19T12:51:00.000,1.00,51.62,0.62,0.78
2025-08-19T12:52:00.000,1.04,51.89,0.64,0.82
2025-08-19T12:53:00.000,1.05,51.30,0.66,0.82
2025-08-19T12:54:00.000,1.07,51.58,0.66,0.84
2025-08-19T12:55:00.000,1.07,50.78,0.68,0.83
2025-08-19T12:56:00.000,1.06,48.78,0.70,0.80
2025-08-19T12:57:00.000,1.07,49.34,0.70,0.81
2025-08-19T12:58:00.000,1.07,49.17,0.70,0.81
2025-08-19T12:59:00.000,1.07,50.06,0.69,0.82
2025-08-19T13:00:00.000,1.08,50.98,0.68,0.84
2025-08-19T13:01:00.000,1.07,50.44,0.68,0.83
2025-08-19T13:02:00.000,1.10,51.18,0.69,0.85
2025-08-19T13:03:00.000,1.08,50.58,0.68,0.83
2025-08-19T13:04:00.000,1.04,49.48,0.68,0.79
2025-08-19T13:05:00.000,1.05,50.76,0.66,0.81
2025-08-19T13:06:00.000,1.03,51.75,0.64,0.81
2025-08-19T13:07:00.000,1.03,51.71,0.64,0.81
2025-08-19T13:08:00.000,1.02,51.57,0.63,0.80
2025-08-19T13:09:00.000,1.03,52.03,0.64,0.82
2025-08-19T13:10:00.000,1.04,52.27,0.64,0.82
2025-08-19T13:11:00.000,1.02,53.18,0.61,0.82
2025-08-19T13:12:00.000,1.04,53.93,0.61,0.84
2025-08-19T13:13:00.000,1.05,53.02,0.63,0.84
2025-08-19T13:14:00.000,1.05,52.69,0.64,0.84
2025-08-19T13:15:00.000,1.04,52.29,0.64,0.83
2025-08-19T13:16:00.000,1.03,52.94,0.62,0.82
2025-08-19T13:17:00.000,1.02,53.78,0.60,0.82
2025-08-19T13:18:00.000,1.01,54.26,0.59,0.82
2025-08-19T13:19:00.000,1.02,54.42,0.59,0.83
2025-08-19T13:20:00.000,1.03,55.21,0.59,0.85
2025-08-19T13:21:00.000,1.05,54.04,0.62,0.85
2025-08-19T13:22:00.000,1.07,53.17,0.64,0.86
2025-08-19T13:23:00.000,1.08,52.75,0.66,0.86
2025-08-19T13:24:00.000,1.09,52.65,0.66,0.87
2025-08-19T13:25:00.000,1.10,52.54,0.67,0.87
2025-08-19T13:26:00.000,1.10,52.13,0.67,0.87
2025-08-19T13:27:00.000,1.08,52.24,0.66,0.85
2025-08-19T13:28:00.000,1.08,52.55,0.66,0.86
2025-08-19T13:29:00.000,1.09,52.53,0.67,0.87
2025-08-19T13:30:00.000,1.08,52.74,0.65,0.86
2025-08-19T13:31:00.000,1.10,53.51,0.65,0.88
2025-08-19T13:32:00.000,1.11,54.01,0.65,0.89
2025-08-19T13:33:00.000,1.11,52.56,0.67,0.88
2025-08-19T13:34:00.000,1.12,52.66,0.68,0.89
2025-08-19T13:35:00.000,1.12,53.04,0.67,0.90
2025-08-19T13:36:00.000,1.22,53.57,0.72,0.98
2025-08-19T13:37:00.000,1.24,53.62,0.74,1.00
2025-08-19T13:38:00.000,1.29,54.16,0.76,1.05
2025-08-19T13:39:00.000,1.31,54.19,0.76,1.06
2025-08-19T13:40:00.000,1.31,54.99,0.75,1.07
2025-08-19T13:41:00.000,1.39,55.85,0.78,1.15
2025-08-19T13:42:00.000,1.48,56.18,0.83,1.23
2025-08-19T13:43:00.000,1.46,56.29,0.81,1.22
2025-08-19T13:44:00.000,1.54,56.44,0.85,1.28
2025-08-19T13:45:00.000,1.48,54.88,0.85,1.21
2025-08-19T13:46:00.000,1.43,54.23,0.84,1.16
2025-08-19T13:47:00.000,1.63,52.45,0.99,1.29
2025-08-19T13:48:00.000,1.89,54.88,1.09,1.54
2025-08-19T13:49:00.000,1.92,53.90,1.13,1.55
2025-08-19T13:50:00.000,1.88,54.98,1.08,1.54
2025-08-19T13:51:00.000,2.19,50.06,1.40,1.68
2025-08-19T13:52:00.000,1.94,51.78,1.20,1.52
2025-08-19T13:53:00.000,1.90,53.50,1.13,1.53
2025-08-19T13:54:00.000,1.76,51.53,1.09,1.38
2025-08-19T13:55:00.000,1.65,51.04,1.03,1.28
2025-08-19T13:56:00.000,1.60,53.05,0.96,1.28
2025-08-19T13:57:00.000,1.61,52.34,0.98,1.27
2025-08-19T13:58:00.000,1.57,53.79,0.93,1.27
2025-08-19T13:59:00.000,1.43,51.51,0.89,1.12
2025-08-19T14:00:00.000,1.43,50.95,0.90,1.11
2025-08-19T14:01:00.000,1.38,51.79,0.85,1.08
2025-08-19T14:02:00.000,1.34,50.96,0.84,1.04
2025-08-19T14:03:00.000,1.32,50.78,0.84,1.03
2025-08-19T14:04:00.000,1.30,50.34,0.83,1.00
2025-08-19T14:05:00.000,1.27,51.16,0.79,0.99
2025-08-19T14:06:00.000,0.95,43.86,0.69,0.66
2025-08-19T14:07:00.000,0.93,50.94,0.59,0.72
2025-08-19T14:08:00.000,0.89,48.18,0.60,0.67
2025-08-19T14:09:00.000,0.86,43.15,0.63,0.59
2025-08-19T14:10:00.000,0.87,46.06,0.61,0.63
2025-08-19T14:11:00.000,0.94,48.34,0.63,0.71
2025-08-19T14:12:00.000,0.92,46.80,0.63,0.67
2025-08-19T14:13:00.000,0.94,45.19,0.66,0.67
2025-08-19T14:14:00.000,0.97,44.09,0.70,0.67
2025-08-19T14:15:00.000,0.96,39.10,0.74,0.60
2025-08-19T14:16:00.000,0.97,44.71,0.69,0.69
2025-08-19T14:17:00.000,0.92,39.69,0.71,0.59
2025-08-19T14:18:00.000,0.92,36.53,0.74,0.55
2025-08-19T14:19:00.000,0.91,39.24,0.71,0.58
2025-08-19T14:20:00.000,0.90,25.49,0.81,0.39
2025-08-19T14:21:00.000,0.90,13.48,0.87,0.21
2025-08-19T14:22:00.000,0.87,32.65,0.73,0.47
2025-08-19T14:23:00.000,0.89,42.20,0.66,0.59
2025-08-19T14:24:00.000,0.90,14.95,0.87,0.23
2025-08-19T14:25:00.000,0.89,19.43,0.84,0.30
2025-08-19T14:26:00.000,0.82,29.33,0.72,0.40
2025-08-19T14:27:00.000,0.92,37.03,0.73,0.55
2025-08-19T14:28:00.000,0.89,23.16,0.82,0.35
2025-08-19T14:29:00.000,0.94,9.35,0.92,0.15
2025-08-19T14:30:00.000,3.78,287.54,1.14,-3.60
2025-08-19T14:31:00.000,1.75,294.87,0.74,-1.59
2025-08-19T14:32:00.000,0.81,322.53,0.64,-0.49
2025-08-19T14:33:00.000,0.70,336.09,0.64,-0.29
2025-08-19T14:34:00.000,0.68,351.87,0.67,-0.10
2025-08-19T14:35:00.000,0.72,350.72,0.71,-0.12
2025-08-19T14:36:00.000,0.69,2.88,0.68,0.03
2025-08-19T14:37:00.000,0.68,11.97,0.66,0.14
2025-08-19T14:38:00.000,0.68,1.25,0.68,0.01
2025-08-19T14:39:00.000,0.68,18.47,0.65,0.22
2025-08-19T14:40:00.000,0.93,52.46,0.57,0.74
2025-08-19T14:41:00.000,0.79,38.52,0.62,0.49
2025-08-19T14:42:00.000,0.85,41.85,0.63,0.57
2025-08-19T14:43:00.000,0.91,46.78,0.62,0.66
2025-08-19T14:44:00.000,0.88,46.56,0.61,0.64
2025-08-19T14:45:00.000,0.87,51.43,0.54,0.68
2025-08-19T14:46:00.000,0.90,43.62,0.65,0.62
2025-08-19T14:47:00.000,0.91,43.78,0.66,0.63
2025-08-19T14:48:00.000,0.89,43.58,0.64,0.61
2025-08-19T14:49:00.000,0.89,49.31,0.58,0.68
2025-08-19T14:50:00.000,0.89,50.23,0.57,0.68
2025-08-19T14:51:00.000,0.88,47.75,0.59,0.65
2025-08-19T14:52:00.000,0.85,45.61,0.60,0.61
2025-08-19T14:53:00.000,0.84,45.87,0.58,0.60
2025-08-19T14:54:00.000,0.79,45.63,0.55,0.56
2025-08-19T14:55:00.000,0.81,43.84,0.58,0.56
2025-08-19T14:56:00.000,0.81,42.99,0.59,0.55
2025-08-19T14:57:00.000,0.85,45.29,0.60,0.61
2025-08-19T14:58:00.000,0.86,46.78,0.59,0.63
2025-08-19T14:59:00.000,0.83,43.14,0.61,0.57
2025-08-19T15:00:00.000,0.85,44.41,0.61,0.60
2025-08-19T15:01:00.000,0.85,43.22,0.62,0.58
2025-08-19T15:02:00.000,0.81,44.58,0.58,0.57
2025-08-19T15:03:00.000,0.76,40.26,0.58,0.49
2025-08-19T15:04:00.000,0.69,41.94,0.51,0.46
2025-08-19T15:05:00.000,0.64,39.15,0.50,0.41
2025-08-19T15:06:00.000,0.67,37.97,0.53,0.41
2025-08-19T15:07:00.000,0.67,40.99,0.50,0.44
2025-08-19T15:08:00.000,0.75,41.95,0.56,0.50
2025-08-19T15:09:00.000,0.69,34.57,0.57,0.39
2025-08-19T15:10:00.000,0.81,41.60,0.61,0.54
2025-08-19T15:11:00.000,0.73,33.83,0.61,0.41
2025-08-19T15:12:00.000,0.77,35.59,0.62,0.45
2025-08-19T15:13:00.000,0.71,36.31,0.57,0.42
2025-08-19T15:14:00.000,0.71,36.41,0.57,0.42
2025-08-19T15:15:00.000,0.63,29.56,0.54,0.31
2025-08-19T15:16:00.000,0.61,22.12,0.57,0.23
2025-08-19T15:17:00.000,0.66,30.76,0.57,0.34
2025-08-19T15:18:00.000,0.65,24.93,0.59,0.27
2025-08-19T15:19:00.000,0.69,28.67,0.61,0.33
2025-08-19T15:20:00.000,0.69,33.83,0.58,0.39
2025-08-19T15:21:00.000,0.74,36.91,0.59,0.45
2025-08-19T15:22:00.000,0.72,36.78,0.58,0.43
2025-08-19T15:23:00.000,0.75,41.32,0.56,0.49
2025-08-19T15:24:00.000,0.79,44.89,0.56,0.56
2025-08-19T15:25:00.000,0.76,41.82,0.56,0.50
2025-08-19T15:26:00.000,0.75,39.73,0.57,0.48
2025-08-19T15:27:00.000,0.78,40.79,0.59,0.51
2025-08-19T15:28:00.000,0.78,41.16,0.59,0.51
2025-08-19T15:29:00.000,0.82,45.19,0.58,0.58
2025-08-19T15:30:00.000,0.87,45.87,0.61,0.63
2025-08-19T15:31:00.000,0.86,45.38,0.60,0.61
2025-08-19T15:32:00.000,0.88,46.44,0.61,0.64
2025-08-19T15:33:00.000,0.92,48.21,0.61,0.69
2025-08-19T15:34:00.000,0.90,47.29,0.61,0.66
2025-08-19T15:35:00.000,0.89,47.44,0.60,0.65
2025-08-19T15:36:00.000,0.89,47.40,0.60,0.66
2025-08-19T15:37:00.000,0.88,44.87,0.62,0.62
2025-08-19T15:38:00.000,0.88,44.65,0.63,0.62
2025-08-19T15:39:00.000,0.87,44.77,0.62,0.61
2025-08-19T15:40:00.000,0.89,43.43,0.64,0.61
2025-08-19T15:41:00.000,0.88,42.37,0.65,0.59
2025-08-19T15:42:00.000,0.87,41.93,0.65,0.58
2025-08-19T15:43:00.000,0.88,44.10,0.63,0.61
2025-08-19T15:44:00.000,0.87,42.46,0.64,0.59
2025-08-19T15:45:00.000,0.82,43.16,0.60,0.56
2025-08-19T15:46:00.000,0.77,42.39,0.57,0.52
2025-08-19T15:47:00.000,0.65,41.26,0.49,0.43
2025-08-19T15:48:00.000,0.59,37.01,0.47,0.36
2025-08-19T15:49:00.000,0.65,39.74,0.50,0.42
2025-08-19T15:50:00.000,0.57,34.25,0.47,0.32
2025-08-19T15:51:00.000,0.66,32.07,0.56,0.35
2025-08-19T15:52:00.000,0.68,28.88,0.60,0.33
2025-08-19T15:53:00.000,0.71,31.74,0.61,0.37
2025-08-19T15:54:00.000,0.73,32.12,0.62,0.39
2025-08-19T15:55:00.000,0.76,31.83,0.65,0.40
2025-08-19T15:56:00.000,0.72,33.31,0.60,0.40
2025-08-19T15:57:00.000,0.63,26.27,0.57,0.28
2025-08-19T15:58:00.000,0.55,7.22,0.55,0.07
2025-08-19T15:59:00.000,0.61,21.96,0.57,0.23
2025-08-19T16:00:00.000,0.65,34.81,0.53,0.37
2025-08-19T16:01:00.000,0.66,33.98,0.55,0.37
2025-08-19T16:02:00.000,0.74,37.96,0.59,0.46
2025-08-19T16:03:00.000,0.81,39.95,0.62,0.52
2025-08-19T16:04:00.000,0.77,33.20,0.65,0.42
2025-08-19T16:05:00.000,0.74,35.33,0.61,0.43
2025-08-19T16:06:00.000,0.77,38.76,0.60,0.48
2025-08-19T16:07:00.000,0.75,35.88,0.61,0.44
2025-08-19T16:08:00.000,0.69,33.39,0.58,0.38
2025-08-19T16:09:00.000,0.69,45.81,0.48,0.49
2025-08-19T16:10:00.000,0.70,40.72,0.53,0.46
2025-08-19T16:11:00.000,0.77,41.60,0.58,0.51
2025-08-19T16:12:00.000,0.82,41.28,0.62,0.54
2025-08-19T16:13:00.000,0.86,42.87,0.63,0.58
2025-08-19T16:14:00.000,0.87,45.63,0.61,0.62
2025-08-19T16:15:00.000,0.82,55.35,0.47,0.68
2025-08-19T16:16:00.000,0.86,54.14,0.50,0.69
2025-08-19T16:17:00.000,0.89,52.49,0.54,0.71
2025-08-19T16:18:00.000,0.87,50.21,0.56,0.67
2025-08-19T16:19:00.000,0.86,49.19,0.56,0.65
2025-08-19T16:20:00.000,0.85,51.85,0.52,0.67
2025-08-19T16:21:00.000,0.87,50.59,0.55,0.67
2025-08-19T16:22:00.000,0.87,52.77,0.53,0.69
2025-08-19T16:23:00.000,0.94,53.58,0.56,0.76
2025-08-19T16:24:00.000,0.97,52.34,0.59,0.77
2025-08-19T16:25:00.000,1.03,53.44,0.61,0.83
2025-08-19T16:26:00.000,1.00,52.49,0.61,0.80
2025-08-19T16:27:00.000,1.03,54.77,0.59,0.84
2025-08-19T16:28:00.000,1.00,53.12,0.60,0.80
2025-08-19T16:29:00.000,0.94,50.60,0.60,0.73
2025-08-19T16:30:00.000,0.92,49.49,0.60,0.70
2025-08-19T16:31:00.000,0.92,49.74,0.60,0.71
2025-08-19T16:32:00.000,0.91,48.78,0.60,0.69
2025-08-19T16:33:00.000,0.95,51.27,0.59,0.74
2025-08-19T16:34:00.000,0.95,51.66,0.59,0.75
2025-08-19T16:35:00.000,1.06,51.73,0.66,0.83
2025-08-19T16:36:00.000,1.07,50.40,0.68,0.83
2025-08-19T16:37:00.000,1.04,51.30,0.65,0.81
2025-08-19T16:38:00.000,1.02,50.18,0.65,0.78
2025-08-19T16:39:00.000,1.01,51.40,0.63,0.79
2025-08-19T16:40:00.000,0.92,49.45,0.60,0.70
2025-08-19T16:41:00.000,0.92,49.77,0.59,0.70
2025-08-19T16:42:00.000,0.93,50.80,0.59,0.72
2025-08-19T16:43:00.000,0.96,49.92,0.62,0.73
2025-08-19T16:44:00.000,0.95,46.41,0.66,0.69
2025-08-19T16:45:00.000,0.97,47.17,0.66,0.71
2025-08-19T16:46:00.000,0.94,46.75,0.64,0.68
2025-08-19T16:47:00.000,0.95,47.13,0.65,0.70
2025-08-19T16:48:00.000,0.92,46.24,0.64,0.67
2025-08-19T16:49:00.000,0.90,46.52,0.62,0.65
2025-08-19T16:50:00.000,0.89,46.00,0.62,0.64
2025-08-19T16:51:00.000,0.89,46.63,0.61,0.64
2025-08-19T16:52:00.000,0.89,46.89,0.61,0.65
2025-08-19T16:53:00.000,0.90,46.55,0.62,0.65
2025-08-19T16:54:00.000,0.90,46.50,0.62,0.65
2025-08-19T16:55:00.000,0.91,45.69,0.64,0.65
2025-08-19T16:56:00.000,0.96,45.79,0.67,0.69
2025-08-19T16:57:00.000,0.95,44.45,0.68,0.67
2025-08-19T16:58:00.000,0.93,46.05,0.64,0.67
2025-08-19T16:59:00.000,0.93,45.31,0.66,0.66
2025-08-19T17:00:00.000,0.97,44.76,0.69,0.68
2025-08-19T17:01:00.000,0.97,44.53,0.69,0.68
2025-08-19T17:02:00.000,1.00,44.34,0.72,0.70
2025-08-19T17:03:00.000,0.98,45.42,0.69,0.70
2025-08-19T17:04:00.000,1.02,45.61,0.71,0.73
2025-08-19T17:05:00.000,1.00,46.42,0.69,0.72
2025-08-19T17:06:00.000,1.01,47.96,0.68,0.75
2025-08-19T17:07:00.000,1.06,47.42,0.72,0.78
2025-08-19T17:08:00.000,1.05,49.07,0.69,0.79
2025-08-19T17:09:00.000,1.03,50.54,0.65,0.80
2025-08-19T17:10:00.000,1.04,49.49,0.67,0.79
2025-08-19T17:11:00.000,1.00,48.16,0.67,0.74
2025-08-19T17:12:00.000,1.00,48.18,0.67,0.74
2025-08-19T17:13:00.000,1.02,49.60,0.66,0.78
2025-08-19T17:14:00.000,1.00,50.63,0.63,0.77
2025-08-19T17:15:00.000,1.02,54.34,0.59,0.83
2025-08-19T17:16:00.000,1.04,51.80,0.64,0.82
2025-08-19T17:17:00.000,1.09,51.27,0.68,0.85
2025-08-19T17:18:00.000,1.05,50.28,0.67,0.80
2025-08-19T17:19:00.000,0.99,50.30,0.64,0.77
2025-08-19T17:20:00.000,1.02,50.78,0.65,0.79
2025-08-19T17:21:00.000,0.99,49.32,0.64,0.75
2025-08-19T17:22:00.000,1.00,49.72,0.64,0.76
2025-08-19T17:23:00.000,0.97,50.01,0.62,0.74
2025-08-19T17:24:00.000,1.00,52.70,0.61,0.80
2025-08-19T17:25:00.000,1.02,52.74,0.62,0.81
