ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2025-09-08T12:39:00.000,1.81,101.05,-0.35,1.78
2025-09-08T12:40:00.000,1.47,95.40,-0.14,1.47
2025-09-08T12:41:00.000,1.52,95.64,-0.15,1.51
2025-09-08T12:42:00.000,2.04,91.83,-0.07,2.04
2025-09-08T12:43:00.000,1.86,93.41,-0.11,1.85
2025-09-08T12:44:00.000,3.59,85.60,0.28,3.58
2025-09-08T12:45:00.000,2.88,100.94,-0.55,2.83
2025-09-08T12:46:00.000,1.55,96.26,-0.17,1.54
2025-09-08T12:47:00.000,1.35,105.24,-0.35,1.30
2025-09-08T12:48:00.000,1.64,96.20,-0.18,1.63
2025-09-08T12:49:00.000,1.70,96.38,-0.19,1.69
2025-09-08T12:50:00.000,1.79,93.50,-0.11,1.79
2025-09-08T12:51:00.000,1.38,99.26,-0.22,1.36
2025-09-08T12:52:00.000,1.41,101.28,-0.28,1.38
2025-09-08T12:53:00.000,1.38,102.26,-0.29,1.35
2025-09-08T12:54:00.000,1.48,95.78,-0.15,1.47
2025-09-08T12:55:00.000,1.57,113.56,-0.63,1.44
2025-09-08T12:56:00.000,1.26,104.94,-0.32,1.21
2025-09-08T12:57:00.000,1.24,93.93,-0.09,1.24
2025-09-08T12:58:00.000,1.30,94.68,-0.11,1.30
2025-09-08T12:59:00.000,1.32,95.50,-0.13,1.32
2025-09-08T13:00:00.000,1.35,95.57,-0.13,1.34
2025-09-08T13:01:00.000,1.31,89.96,0.00,1.31
2025-09-08T13:02:00.000,1.61,99.48,-0.27,1.59
2025-09-08T13:03:00.000,1.59,107.55,-0.48,1.52
2025-09-08T13:04:00.000,1.62,110.86,-0.58,1.52
2025-09-08T13:05:00.000,1.55,117.85,-0.72,1.37
2025-09-08T13:06:00.000,0.90,120.95,-0.46,0.77
2025-09-08T13:07:00.000,1.59,101.01,-0.30,1.56
2025-09-08T13:08:00.000,1.16,113.60,-0.46,1.06
2025-09-08T13:09:00.000,0.87,120.73,-0.44,0.74
2025-09-08T13:10:00.000,0.90,120.23,-0.45,0.78
2025-09-08T13:11:00.000,0.86,117.79,-0.40,0.76
2025-09-08T13:12:00.000,0.86,119.88,-0.43,0.75
2025-09-08T13:13:00.000,0.76,122.52,-0.41,0.64
2025-09-08T13:14:00.000,0.76,126.06,-0.45,0.61
2025-09-08T13:15:00.000,0.77,122.87,-0.42,0.65
2025-09-08T13:16:00.000,0.76,123.73,-0.42,0.63
2025-09-08T13:17:00.000,0.72,124.11,-0.41,0.60
2025-09-08T13:18:00.000,0.75,123.31,-0.41,0.63
2025-09-08T13:19:00.000,0.77,123.47,-0.42,0.64
2025-09-08T13:20:00.000,0.81,119.07,-0.39,0.71
2025-09-08T13:21:00.000,0.86,118.32,-0.41,0.76
2025-09-08T13:22:00.000,0.74,120.62,-0.38,0.64
2025-09-08T13:23:00.000,0.72,117.18,-0.33,0.64
2025-09-08T13:24:00.000,0.74,123.12,-0.40,0.62
2025-09-08T13:25:00.000,0.74,124.53,-0.42,0.61
2025-09-08T13:26:00.000,0.74,124.11,-0.41,0.61
2025-09-08T13:27:00.000,0.72,124.74,-0.41,0.59
2025-09-08T13:28:00.000,0.69,128.06,-0.42,0.54
2025-09-08T13:29:00.000,0.72,126.37,-0.43,0.58
2025-09-08T13:30:00.000,0.75,122.07,-0.40,0.63
2025-09-08T13:31:00.000,0.77,122.30,-0.41,0.65
2025-09-08T13:32:00.000,0.83,119.12,-0.40,0.72
2025-09-08T13:33:00.000,0.86,115.49,-0.37,0.78
2025-09-08T13:34:00.000,0.88,114.80,-0.37,0.80
2025-09-08T13:35:00.000,0.74,122.07,-0.39,0.63
2025-09-08T13:36:00.000,0.80,119.84,-0.40,0.70
2025-09-08T13:37:00.000,0.79,120.75,-0.40,0.68
2025-09-08T13:38:00.000,0.85,119.29,-0.42,0.74
2025-09-08T13:39:00.000,0.87,118.29,-0.41,0.77
2025-09-08T13:40:00.000,0.87,117.86,-0.41,0.77
2025-09-08T13:41:00.000,0.82,125.31,-0.47,0.67
2025-09-08T13:42:00.000,0.82,122.95,-0.44,0.68
2025-09-08T13:43:00.000,0.86,120.44,-0.44,0.75
2025-09-08T13:44:00.000,0.91,117.65,-0.42,0.81
2025-09-08T13:45:00.000,0.93,114.32,-0.38,0.85
2025-09-08T13:46:00.000,1.41,105.79,-0.38,1.36
2025-09-08T13:47:00.000,2.67,104.54,-0.67,2.58
2025-09-08T13:48:00.000,0.91,103.22,-0.21,0.89
2025-09-08T13:49:00.000,0.93,112.16,-0.35,0.86
2025-09-08T13:50:00.000,0.87,121.25,-0.45,0.74
2025-09-08T13:51:00.000,0.76,133.62,-0.53,0.55
2025-09-08T13:52:00.000,0.74,131.77,-0.50,0.55
2025-09-08T13:53:00.000,0.68,132.38,-0.46,0.51
2025-09-08T13:54:00.000,0.67,133.51,-0.46,0.49
2025-09-08T13:55:00.000,0.66,131.34,-0.43,0.49
2025-09-08T13:56:00.000,0.71,133.38,-0.49,0.51
2025-09-08T13:57:00.000,0.75,133.92,-0.52,0.54
2025-09-08T13:58:00.000,0.75,133.98,-0.52,0.54
2025-09-08T13:59:00.000,0.73,131.95,-0.49,0.55
2025-09-08T14:00:00.000,0.74,133.67,-0.51,0.54
2025-09-08T14:01:00.000,0.75,133.59,-0.51,0.54
2025-09-08T14:02:00.000,0.74,133.39,-0.51,0.54
2025-09-08T14:03:00.000,0.73,133.23,-0.50,0.53
2025-09-08T14:04:00.000,0.70,135.12,-0.50,0.49
2025-09-08T14:05:00.000,0.69,135.81,-0.50,0.48
2025-09-08T14:06:00.000,0.67,137.13,-0.49,0.46
2025-09-08T14:07:00.000,0.69,137.37,-0.51,0.47
2025-09-08T14:08:00.000,0.69,136.22,-0.50,0.48
2025-09-08T14:09:00.000,0.68,137.18,-0.50,0.47
2025-09-08T14:10:00.000,0.67,137.26,-0.49,0.46
2025-09-08T14:11:00.000,0.68,137.55,-0.50,0.46
2025-09-08T14:12:00.000,0.66,138.17,-0.49,0.44
2025-09-08T14:13:00.000,0.66,138.79,-0.50,0.44
2025-09-08T14:14:00.000,0.64,145.69,-0.53,0.36
2025-09-08T14:15:00.000,0.66,156.30,-0.60,0.26
2025-09-08T14:16:00.000,0.64,158.78,-0.60,0.23
2025-09-08T14:17:00.000,0.63,164.06,-0.61,0.17
2025-09-08T14:18:00.000,0.64,161.81,-0.61,0.20
2025-09-08T14:19:00.000,0.65,151.87,-0.57,0.31
2025-09-08T14:20:00.000,0.65,142.57,-0.52,0.40
2025-09-08T14:21:00.000,0.67,139.22,-0.50,0.44
2025-09-08T14:22:00.000,0.70,135.12,-0.50,0.49
2025-09-08T14:23:00.000,0.71,133.11,-0.49,0.52
2025-09-08T14:24:00.000,0.72,132.98,-0.49,0.53
2025-09-08T14:25:00.000,0.73,132.28,-0.49,0.54
2025-09-08T14:26:00.000,0.75,131.75,-0.50,0.56
2025-09-08T14:27:00.000,0.74,133.19,-0.51,0.54
2025-09-08T14:28:00.000,0.75,134.38,-0.52,0.53
2025-09-08T14:29:00.000,0.77,133.74,-0.53,0.56
2025-09-08T14:30:00.000,0.77,133.30,-0.53,0.56
2025-09-08T14:31:00.000,0.80,131.98,-0.54,0.60
2025-09-08T14:32:00.000,0.88,127.03,-0.53,0.70
2025-09-08T14:33:00.000,1.07,119.28,-0.52,0.93
2025-09-08T14:34:00.000,1.41,107.60,-0.43,1.34
2025-09-08T14:35:00.000,1.39,108.31,-0.44,1.32
2025-09-08T14:36:00.000,1.30,107.00,-0.38,1.24
2025-09-08T14:37:00.000,1.33,107.01,-0.39,1.27
2025-09-08T14:38:00.000,1.21,111.66,-0.45,1.13
2025-09-08T14:39:00.000,1.21,110.20,-0.42,1.13
2025-09-08T14:40:00.000,1.18,113.83,-0.47,1.08
2025-09-08T14:41:00.000,1.25,116.19,-0.55,1.12
2025-09-08T14:42:00.000,1.33,115.11,-0.56,1.20
2025-09-08T14:43:00.000,1.44,108.75,-0.46,1.36
2025-09-08T14:44:00.000,1.47,103.81,-0.35,1.42
2025-09-08T14:45:00.000,1.73,95.78,-0.17,1.73
2025-09-08T14:46:00.000,2.34,88.92,0.04,2.34
2025-09-08T14:47:00.000,3.57,80.78,0.57,3.52
2025-09-08T14:48:00.000,3.70,89.73,0.02,3.70
2025-09-08T14:49:00.000,2.76,91.73,-0.08,2.75
2025-09-08T14:50:00.000,2.47,92.82,-0.12,2.46
2025-09-08T14:51:00.000,2.19,91.20,-0.05,2.19
2025-09-08T14:52:00.000,1.96,90.03,-0.00,1.96
2025-09-08T14:53:00.000,1.78,95.86,-0.18,1.77
2025-09-08T14:54:00.000,1.66,100.26,-0.29,1.63
2025-09-08T14:55:00.000,1.68,99.57,-0.28,1.66
2025-09-08T14:56:00.000,1.59,97.96,-0.22,1.58
2025-09-08T14:57:00.000,1.56,99.39,-0.26,1.54
2025-09-08T14:58:00.000,1.58,99.34,-0.26,1.56
2025-09-08T14:59:00.000,1.69,100.19,-0.30,1.66
2025-09-08T15:00:00.000,2.14,101.44,-0.43,2.10
2025-09-08T15:01:00.000,1.47,106.23,-0.41,1.42
2025-09-08T15:02:00.000,1.26,112.03,-0.47,1.17
2025-09-08T15:03:00.000,1.52,106.99,-0.44,1.45
2025-09-08T15:04:00.000,1.47,108.40,-0.47,1.40
2025-09-08T15:05:00.000,1.40,111.02,-0.50,1.30
2025-09-08T15:06:00.000,1.29,111.70,-0.48,1.20
2025-09-08T15:07:00.000,1.33,112.19,-0.50,1.23
2025-09-08T15:08:00.000,1.40,109.51,-0.47,1.32
2025-09-08T15:09:00.000,1.29,111.95,-0.48,1.19
2025-09-08T15:10:00.000,1.35,110.33,-0.47,1.26
2025-09-08T15:11:00.000,1.43,110.27,-0.49,1.34
2025-09-08T15:12:00.000,1.28,112.09,-0.48,1.19
2025-09-08T15:13:00.000,1.35,109.50,-0.45,1.28
2025-09-08T15:14:00.000,1.33,108.66,-0.43,1.26
2025-09-08T15:15:00.000,1.29,111.58,-0.47,1.20
2025-09-08T15:16:00.000,1.37,108.67,-0.44,1.30
2025-09-08T15:17:00.000,1.35,109.85,-0.46,1.27
2025-09-08T15:18:00.000,1.27,111.71,-0.47,1.18
2025-09-08T15:19:00.000,1.25,111.09,-0.45,1.17
2025-09-08T15:20:00.000,1.25,110.24,-0.43,1.17
2025-09-08T15:21:00.000,1.25,112.15,-0.47,1.16
2025-09-08T15:22:00.000,1.21,113.42,-0.48,1.11
2025-09-08T15:23:00.000,1.18,113.21,-0.47,1.08
2025-09-08T15:24:00.000,1.10,117.83,-0.51,0.97
2025-09-08T15:25:00.000,1.11,119.70,-0.55,0.96
2025-09-08T15:26:00.000,1.15,118.11,-0.54,1.02
2025-09-08T15:27:00.000,1.25,115.27,-0.53,1.13
2025-09-08T15:28:00.000,1.32,112.56,-0.51,1.22
2025-09-08T15:29:00.000,1.32,111.31,-0.48,1.23
2025-09-08T15:30:00.000,1.31,112.91,-0.51,1.21
2025-09-08T15:31:00.000,1.31,114.36,-0.54,1.20
2025-09-08T15:32:00.000,1.40,110.63,-0.49,1.31
2025-09-08T15:33:00.000,1.43,108.75,-0.46,1.36
2025-09-08T15:34:00.000,1.32,112.06,-0.50,1.23
2025-09-08T15:35:00.000,1.31,116.44,-0.58,1.17
2025-09-08T15:36:00.000,1.20,112.85,-0.47,1.11
2025-09-08T15:37:00.000,1.01,119.19,-0.49,0.88
2025-09-08T15:38:00.000,1.06,121.30,-0.55,0.91
2025-09-08T15:39:00.000,1.46,111.99,-0.55,1.36
2025-09-08T15:40:00.000,1.39,112.53,-0.53,1.28
2025-09-08T15:41:00.000,1.42,112.95,-0.55,1.31
2025-09-08T15:42:00.000,1.31,113.71,-0.53,1.20
2025-09-08T15:43:00.000,1.44,110.18,-0.50,1.35
2025-09-08T15:44:00.000,1.45,102.04,-0.30,1.42
2025-09-08T15:45:00.000,1.34,91.72,-0.04,1.34
2025-09-08T15:46:00.000,1.23,92.89,-0.06,1.23
2025-09-08T15:47:00.000,1.02,98.27,-0.15,1.01
2025-09-08T15:48:00.000,1.07,115.42,-0.46,0.97
2025-09-08T15:49:00.000,0.92,114.67,-0.38,0.84
2025-09-08T15:50:00.000,0.90,120.27,-0.45,0.78
2025-09-08T15:51:00.000,0.94,115.46,-0.40,0.85
2025-09-08T15:52:00.000,0.87,114.14,-0.36,0.79
2025-09-08T15:53:00.000,0.93,115.28,-0.40,0.84
2025-09-08T15:54:00.000,0.92,119.63,-0.46,0.80
2025-09-08T15:55:00.000,0.94,118.20,-0.45,0.83
2025-09-08T15:56:00.000,0.94,118.06,-0.44,0.83
2025-09-08T15:57:00.000,0.95,118.66,-0.45,0.83
2025-09-08T15:58:00.000,0.95,121.89,-0.50,0.80
2025-09-08T15:59:00.000,0.95,126.18,-0.56,0.77
2025-09-08T16:00:00.000,1.04,123.40,-0.57,0.87
2025-09-08T16:01:00.000,1.08,122.08,-0.58,0.92
2025-09-08T16:02:00.000,1.07,121.03,-0.55,0.91
2025-09-08T16:03:00.000,1.18,120.71,-0.60,1.02
2025-09-08T16:04:00.000,1.07,122.48,-0.58,0.91
2025-09-08T16:05:00.000,1.09,121.75,-0.58,0.93
2025-09-08T16:06:00.000,1.14,117.66,-0.53,1.01
2025-09-08T16:07:00.000,1.08,117.26,-0.50,0.96
2025-09-08T16:08:00.000,1.12,116.09,-0.49,1.00
2025-09-08T16:09:00.000,1.09,114.89,-0.46,0.99
2025-09-08T16:10:00.000,0.96,118.67,-0.46,0.84
2025-09-08T16:11:00.000,0.87,131.06,-0.57,0.65
2025-09-08T16:12:00.000,0.86,132.31,-0.58,0.63
2025-09-08T16:13:00.000,0.90,132.95,-0.61,0.66
2025-09-08T16:14:00.000,0.85,133.69,-0.59,0.62
2025-09-08T16:15:00.000,0.87,134.02,-0.61,0.63
2025-09-08T16:16:00.000,0.88,131.30,-0.58,0.66
2025-09-08T16:17:00.000,0.83,132.32,-0.56,0.61
2025-09-08T16:18:00.000,0.81,134.69,-0.57,0.58
2025-09-08T16:19:00.000,0.71,134.80,-0.50,0.51
2025-09-08T16:20:00.000,0.68,141.66,-0.53,0.42
2025-09-08T16:21:00.000,0.67,152.14,-0.59,0.31
2025-09-08T16:22:00.000,0.67,144.45,-0.54,0.39
2025-09-08T16:23:00.000,0.71,143.38,-0.57,0.42
2025-09-08T16:24:00.000,0.72,141.76,-0.56,0.44
2025-09-08T16:25:00.000,0.72,141.37,-0.56,0.45
2025-09-08T16:26:00.000,0.70,139.89,-0.54,0.45
2025-09-08T16:27:00.000,0.69,139.34,-0.52,0.45
2025-09-08T16:28:00.000,0.66,137.56,-0.49,0.44
2025-09-08T16:29:00.000,0.61,135.79,-0.44,0.42
2025-09-08T16:30:00.000,0.49,128.36,-0.31,0.39
2025-09-08T16:31:00.000,0.39,136.51,-0.28,0.27
2025-09-08T16:32:00.000,0.41,154.90,-0.37,0.17
2025-09-08T16:33:00.000,0.46,167.20,-0.45,0.10
2025-09-08T16:34:00.000,0.52,187.35,-0.52,-0.07
2025-09-08T16:35:00.000,0.61,195.92,-0.59,-0.17
2025-09-08T16:36:00.000,0.71,203.68,-0.65,-0.28
2025-09-08T16:37:00.000,0.86,144.75,-0.71,0.50
2025-09-08T16:38:00.000,1.00,130.30,-0.64,0.76
2025-09-08T16:39:00.000,0.55,155.78,-0.50,0.22
2025-09-08T16:40:00.000,0.59,143.06,-0.47,0.35
2025-09-08T16:41:00.000,0.66,137.31,-0.49,0.45
2025-09-08T16:42:00.000,0.56,147.45,-0.47,0.30
2025-09-08T16:43:00.000,0.59,145.75,-0.49,0.33
2025-09-08T16:44:00.000,0.58,149.88,-0.50,0.29
2025-09-08T16:45:00.000,0.56,155.53,-0.51,0.23
2025-09-08T16:46:00.000,0.60,157.48,-0.55,0.23
2025-09-08T16:47:00.000,0.65,150.38,-0.56,0.32
2025-09-08T16:48:00.000,0.63,144.95,-0.52,0.36
2025-09-08T16:49:00.000,0.63,142.71,-0.50,0.38
2025-09-08T16:50:00.000,0.61,140.60,-0.47,0.39
2025-09-08T16:51:00.000,0.58,138.50,-0.43,0.38
2025-09-08T16:52:00.000,0.56,134.99,-0.40,0.40
2025-09-08T16:53:00.000,0.56,137.97,-0.42,0.38
2025-09-08T16:54:00.000,0.58,140.31,-0.44,0.37
2025-09-08T16:55:00.000,0.63,143.99,-0.51,0.37
2025-09-08T16:56:00.000,0.63,146.18,-0.52,0.35
2025-09-08T16:57:00.000,0.61,148.51,-0.52,0.32
2025-09-08T16:58:00.000,0.60,154.99,-0.54,0.25
2025-09-08T16:59:00.000,0.57,158.52,-0.53,0.21
2025-09-08T17:00:00.000,0.56,159.22,-0.53,0.20
2025-09-08T17:01:00.000,0.57,159.22,-0.53,0.20
2025-09-08T17:02:00.000,0.57,160.34,-0.54,0.19
2025-09-08T17:03:00.000,0.59,174.05,-0.59,0.06
2025-09-08T17:04:00.000,0.61,179.89,-0.61,0.00
2025-09-08T17:05:00.000,0.76,206.49,-0.68,-0.34
2025-09-08T17:06:00.000,0.85,213.39,-0.71,-0.47
2025-09-08T17:07:00.000,0.84,210.17,-0.73,-0.42
2025-09-08T17:08:00.000,0.72,205.79,-0.64,-0.31
2025-09-08T17:09:00.000,0.62,200.16,-0.58,-0.21
2025-09-08T17:10:00.000,0.58,191.91,-0.57,-0.12
2025-09-08T17:11:00.000,0.56,187.28,-0.56,-0.07
2025-09-08T17:12:00.000,0.58,193.15,-0.56,-0.13
2025-09-08T17:13:00.000,0.54,201.70,-0.51,-0.20
2025-09-08T17:14:00.000,0.58,190.94,-0.57,-0.11
2025-09-08T17:15:00.000,0.56,202.21,-0.52,-0.21
2025-09-08T17:16:00.000,0.65,206.52,-0.58,-0.29
2025-09-08T17:17:00.000,0.77,209.93,-0.67,-0.39
2025-09-08T17:18:00.000,0.75,202.14,-0.69,-0.28
2025-09-08T17:19:00.000,0.64,188.03,-0.64,-0.09
2025-09-08T17:20:00.000,0.56,181.72,-0.56,-0.02
2025-09-08T17:21:00.000,0.50,170.49,-0.50,0.08
2025-09-08T17:22:00.000,0.41,151.83,-0.36,0.19
2025-09-08T17:23:00.000,0.42,160.39,-0.40,0.14
2025-09-08T17:24:00.000,0.41,176.20,-0.41,0.03
2025-09-08T17:25:00.000,0.45,184.46,-0.45,-0.04
2025-09-08T17:26:00.000,0.71,211.36,-0.60,-0.37
2025-09-08T17:27:00.000,1.05,220.22,-0.80,-0.68
2025-09-08T17:28:00.000,1.45,234.42,-0.84,-1.18
2025-09-08T17:29:00.000,2.30,249.72,-0.80,-2.15
2025-09-08T17:30:00.000,2.74,258.55,-0.55,-2.69
2025-09-08T17:31:00.000,1.34,245.24,-0.56,-1.22
2025-09-08T17:32:00.000,1.00,242.83,-0.46,-0.89
2025-09-08T17:33:00.000,0.53,234.80,-0.31,-0.44
2025-09-08T17:34:00.000,0.33,227.97,-0.22,-0.25
2025-09-08T17:35:00.000,0.28,217.95,-0.22,-0.17
2025-09-08T17:36:00.000,0.54,229.91,-0.35,-0.41
2025-09-08T17:37:00.000,0.44,180.95,-0.44,-0.01
2025-09-08T17:38:00.000,0.58,161.65,-0.55,0.18
2025-09-08T17:39:00.000,0.49,167.07,-0.48,0.11
2025-09-08T17:40:00.000,0.38,197.28,-0.36,-0.11
2025-09-08T17:41:00.000,0.37,164.32,-0.36,0.10
2025-09-08T17:42:00.000,0.51,149.41,-0.44,0.26
2025-09-08T17:43:00.000,0.53,140.47,-0.41,0.34
2025-09-08T17:44:00.000,0.59,145.54,-0.48,0.33
2025-09-08T17:45:00.000,0.56,137.06,-0.41,0.38
2025-09-08T17:46:00.000,0.59,146.33,-0.49,0.33
2025-09-08T17:47:00.000,0.58,149.40,-0.50,0.29
2025-09-08T17:48:00.000,0.58,156.23,-0.54,0.24
2025-09-08T17:49:00.000,0.60,160.90,-0.57,0.20
2025-09-08T17:50:00.000,0.93,168.36,-0.91,0.19
2025-09-08T17:51:00.000,0.76,179.02,-0.76,0.01
2025-09-08T17:52:00.000,0.89,183.60,-0.89,-0.06
2025-09-08T17:53:00.000,0.95,171.33,-0.94,0.14
2025-09-08T17:54:00.000,0.93,167.23,-0.90,0.20
2025-09-08T17:55:00.000,0.86,160.16,-0.81,0.29
2025-09-08T17:56:00.000,0.85,162.61,-0.81,0.25
2025-09-08T17:57:00.000,0.85,160.55,-0.80,0.28
2025-09-08T17:58:00.000,0.84,159.17,-0.79,0.30
2025-09-08T17:59:00.000,0.81,158.23,-0.75,0.30
2025-09-08T18:00:00.000,0.86,155.14,-0.78,0.36
2025-09-08T18:01:00.000,0.80,153.66,-0.71,0.35
2025-09-08T18:02:00.000,0.76,155.64,-0.69,0.31
2025-09-08T18:03:00.000,0.72,155.04,-0.66,0.31
2025-09-08T18:04:00.000,0.62,158.23,-0.58,0.23
2025-09-08T18:05:00.000,0.55,160.59,-0.52,0.18
2025-09-08T18:06:00.000,0.57,159.86,-0.54,0.20
2025-09-08T18:07:00.000,0.62,167.98,-0.61,0.13
2025-09-08T18:08:00.000,0.66,163.86,-0.64,0.18
2025-09-08T18:09:00.000,0.75,170.60,-0.74,0.12
2025-09-08T18:10:00.000,0.76,173.87,-0.75,0.08
2025-09-08T18:11:00.000,0.73,167.40,-0.71,0.16
2025-09-08T18:12:00.000,0.72,170.39,-0.71,0.12
2025-09-08T18:13:00.000,0.72,172.79,-0.71,0.09
2025-09-08T18:14:00.000,0.73,169.81,-0.72,0.13
2025-09-08T18:15:00.000,0.74,167.15,-0.72,0.17
2025-09-08T18:16:00.000,0.76,162.81,-0.72,0.22
2025-09-08T18:17:00.000,0.70,171.93,-0.70,0.10
2025-09-08T18:18:00.000,0.76,164.45,-0.73,0.20
2025-09-08T18:19:00.000,0.77,167.67,-0.75,0.16
2025-09-08T18:20:00.000,0.74,170.44,-0.73,0.12
2025-09-08T18:21:00.000,0.73,167.62,-0.71,0.16
2025-09-08T18:22:00.000,0.72,170.17,-0.71,0.12
2025-09-08T18:23:00.000,0.73,164.65,-0.70,0.19
2025-09-08T18:24:00.000,0.70,161.43,-0.67,0.22
2025-09-08T18:25:00.000,0.67,157.33,-0.61,0.26
2025-09-08T18:26:00.000,0.68,155.33,-0.62,0.28
2025-09-08T18:27:00.000,0.71,155.70,-0.65,0.29
2025-09-08T18:28:00.000,0.71,155.18,-0.65,0.30
2025-09-08T18:29:00.000,0.73,157.02,-0.67,0.28
2025-09-08T18:30:00.000,0.71,159.02,-0.66,0.25
2025-09-08T18:31:00.000,0.73,164.12,-0.70,0.20
2025-09-08T18:32:00.000,0.75,163.35,-0.72,0.22
2025-09-08T18:33:00.000,0.74,163.59,-0.71,0.21
2025-09-08T18:34:00.000,0.75,163.32,-0.72,0.22
2025-09-08T18:35:00.000,0.75,165.27,-0.73,0.19
2025-09-08T18:36:00.000,0.78,163.01,-0.75,0.23
2025-09-08T18:37:00.000,0.76,163.82,-0.73,0.21
2025-09-08T18:38:00.000,0.82,166.86,-0.79,0.19
2025-09-08T18:39:00.000,0.79,170.15,-0.78,0.14
2025-09-08T18:40:00.000,0.81,174.59,-0.81,0.08
2025-09-08T18:41:00.000,0.82,186.02,-0.81,-0.09
2025-09-08T18:42:00.000,0.81,190.27,-0.80,-0.15
2025-09-08T18:43:00.000,0.81,188.42,-0.81,-0.12
2025-09-08T18:44:00.000,0.84,191.40,-0.82,-0.17
2025-09-08T18:45:00.000,0.76,188.19,-0.75,-0.11
2025-09-08T18:46:00.000,0.80,200.76,-0.74,-0.28
2025-09-08T18:47:00.000,0.76,193.55,-0.74,-0.18
2025-09-08T18:48:00.000,0.78,193.11,-0.76,-0.18
2025-09-08T18:49:00.000,0.87,198.32,-0.83,-0.28
2025-09-08T18:50:00.000,0.94,200.71,-0.88,-0.33
2025-09-08T18:51:00.000,1.06,205.95,-0.95,-0.46
2025-09-08T18:52:00.000,1.14,208.00,-1.01,-0.54
2025-09-08T18:53:00.000,1.15,211.29,-0.98,-0.60
2025-09-08T18:54:00.000,1.07,206.66,-0.95,-0.48
2025-09-08T18:55:00.000,1.04,204.77,-0.94,-0.43
2025-09-08T18:56:00.000,0.96,199.82,-0.90,-0.32
2025-09-08T18:57:00.000,0.91,193.87,-0.88,-0.22
2025-09-08T18:58:00.000,0.83,193.38,-0.81,-0.19
2025-09-08T18:59:00.000,0.72,190.08,-0.71,-0.13
2025-09-08T19:00:00.000,0.77,200.37,-0.73,-0.27
2025-09-08T19:01:00.000,0.83,189.05,-0.82,-0.13
2025-09-08T19:02:00.000,0.80,196.86,-0.77,-0.23
2025-09-08T19:03:00.000,0.80,187.34,-0.80,-0.10
2025-09-08T19:04:00.000,0.84,182.90,-0.84,-0.04
2025-09-08T19:05:00.000,0.90,175.04,-0.90,0.08
2025-09-08T19:06:00.000,0.88,171.59,-0.87,0.13
2025-09-08T19:07:00.000,0.78,169.56,-0.77,0.14
2025-09-08T19:08:00.000,0.79,168.47,-0.78,0.16
2025-09-08T19:09:00.000,0.85,163.57,-0.81,0.24
2025-09-08T19:10:00.000,0.76,166.61,-0.74,0.18
2025-09-08T19:11:00.000,0.79,164.48,-0.76,0.21
2025-09-08T19:12:00.000,0.81,163.51,-0.78,0.23
2025-09-08T19:13:00.000,0.77,165.63,-0.75,0.19
2025-09-08T19:14:00.000,0.74,164.71,-0.72,0.20
2025-09-08T19:15:00.000,0.76,163.73,-0.73,0.21
2025-09-08T19:16:00.000,0.78,161.19,-0.74,0.25
2025-09-08T19:17:00.000,0.74,162.48,-0.70,0.22
2025-09-08T19:18:00.000,0.74,160.50,-0.69,0.25
2025-09-08T19:19:00.000,0.72,161.74,-0.69,0.23
2025-09-08T19:20:00.000,0.73,162.40,-0.70,0.22
2025-09-08T19:21:00.000,0.74,161.67,-0.71,0.23
2025-09-08T19:22:00.000,0.72,167.65,-0.71,0.15
2025-09-08T19:23:00.000,0.77,165.44,-0.74,0.19
2025-09-08T19:24:00.000,0.78,167.34,-0.76,0.17
2025-09-08T19:25:00.000,0.82,164.99,-0.79,0.21
2025-09-08T19:26:00.000,0.77,165.33,-0.74,0.19
2025-09-08T19:27:00.000,0.78,162.50,-0.74,0.23
2025-09-08T19:28:00.000,0.76,162.36,-0.72,0.23
2025-09-08T19:29:00.000,0.76,160.89,-0.72,0.25
2025-09-08T19:30:00.000,0.75,162.94,-0.72,0.22
2025-09-08T19:31:00.000,0.79,161.29,-0.75,0.25
2025-09-08T19:32:00.000,0.75,165.77,-0.72,0.18
2025-09-08T19:33:00.000,0.86,165.48,-0.83,0.22
2025-09-08T19:34:00.000,0.76,166.49,-0.74,0.18
2025-09-08T19:35:00.000,0.81,164.24,-0.78,0.22
2025-09-08T19:36:00.000,0.78,165.28,-0.76,0.20
2025-09-08T19:37:00.000,0.78,164.46,-0.76,0.21
2025-09-08T19:38:00.000,0.80,164.20,-0.77,0.22
2025-09-08T19:39:00.000,0.77,163.60,-0.73,0.22
2025-09-08T19:40:00.000,0.76,164.49,-0.73,0.20
2025-09-08T19:41:00.000,0.70,170.41,-0.69,0.12
2025-09-08T19:42:00.000,0.83,158.87,-0.77,0.30
2025-09-08T19:43:00.000,0.79,162.66,-0.76,0.24
2025-09-08T19:44:00.000,0.79,163.85,-0.76,0.22
2025-09-08T19:45:00.000,0.76,167.34,-0.74,0.17
2025-09-08T19:46:00.000,0.78,167.92,-0.76,0.16
2025-09-08T19:47:00.000,0.81,168.41,-0.79,0.16
2025-09-08T19:48:00.000,0.81,163.16,-0.77,0.23
2025-09-08T19:49:00.000,0.81,164.30,-0.78,0.22
2025-09-08T19:50:00.000,0.78,165.04,-0.76,0.20
2025-09-08T19:51:00.000,0.78,163.74,-0.75,0.22
2025-09-08T19:52:00.000,0.82,160.99,-0.78,0.27
